작가명,경매일,작품정보,추정가,낙찰가,차액
허백련 許百鍊,2018.06.21,홍익인간 弘益人間 | 1974년(갑인) | 종이에 먹 | 30.3x114.6cm | 양천 陽川,"500,000 - 1,200,000","500,000",0
김상옥 金相沃,2018.06.21,서예 書藝 2점 | 1972년(임자) | 종이에 먹 | 22.8x138.5cmx2,"2,000,000 - 4,000,000","2,000,000",0
임창순 任昌淳,2018.06.21,솔진 率眞 | 종이에 먹 | 31.4x67.3cm,"400,000 - 1,000,000",낙찰 X,N/A
정학교 丁學敎,2018.06.21,왕희지 王羲之 : 난정서 후시 蘭亭序 後詩 | 1911년(신해) | 비단에 먹 | 131.8x39.2cm | 나주 羅州/화경 化境,"1,000,000 - 3,000,000","1,000,000",0
윤순 尹淳,2018.06.21,두보 杜甫 시 : 춘숙좌성 春宿左省 | 비단에 먹 | 24.4x14.8cm | 해평 海平/중화 仲和,"1,500,000 - 4,000,000","1,500,000",0
김인후 金麟厚,2018.06.21,시고 詩稿 : 퇴계 이황 退溪 李滉(1501-1570)에게 | 종이에 먹 | 32.5x45.8cm | 울산 蔚山/후지 厚之,"4,000,000 - 8,000,000","7,000,000","3,000,000"
허필 許佖,2018.06.21,시고 詩稿 | 1763년(계미) | 종이에 먹 | 20.4x24.3cm | 양천 陽川/여정 汝正,"1,500,000 - 4,000,000","2,200,000","700,000"
허목 許穆,2018.06.21,서간 書簡 | 종이에 먹 | 20.8x39.7cm | 양천 陽川/화보 和甫,"1,000,000 - 2,000,000","1,000,000",0
이익회 李翊會,2018.06.21,열수어장 洌水漁莊 | 종이에 먹 | 21.4x62.8cm | 전의 全義/좌보 左甫,"1,500,000 - 3,000,000",낙찰 X,N/A
민영익 閔泳翊,2018.06.21,서간 書簡 | 1881년(신사) | 종이에 먹 | 28x47.3cm | 여흥 驢興/우홍 遇鴻,"1,000,000 - 2,000,000","1,000,000",0
이안눌 李安訥,2018.06.21,서간 書簡 | 종이에 먹 | 30.1x46.3cm | 덕수 德水/자민 子敏,"2,000,000 - 4,000,000","3,000,000","1,000,000"
조인영 趙寅永,2018.06.21,서간 書簡 | 1846년(병오) | 종이에 먹 | 34.5x49.4cm | 풍양 豊壤/희경 羲卿,"500,000 - 1,200,000","500,000",0
윤정현 尹定鉉,2018.06.21,서간 書簡 | 종이에 먹 | 36.8x52cm | 남원 南原/계우 季愚,"500,000 - 1,200,000","500,000",0
남병철 南秉哲,2018.06.21,서간 書簡 | 1849년(기유) | 종이에 먹 | 35.1x51.3cm | 의령 宜寧/자명 字明,"500,000 - 1,000,000",낙찰 X,N/A
조윤형 曺允亨,2018.06.21,서간 書簡 | 종이에 먹 | 35.7x52.9cm | 창녕 昌寧/치행 穉行,"1,000,000 - 2,000,000",낙찰 X,N/A
남궁옥 南宮鈺,2018.06.21,서간 書簡 | 종이에 먹 | 22.4x36cm | 함열 咸悅/여상 汝常,"1,800,000 - 3,000,000",낙찰 X,N/A
박세당 朴世堂,2018.06.21,서간 書簡 | 1684년(갑자) | 종이에 먹 | 21.4x30.2cm | 반남 潘南/계긍 季肯,"1,000,000 - 2,500,000","1,000,000",0
김집 金集,2018.06.21,서간 書簡 | 1646년(병술) | 종이에 먹 | 25.3x24cm | 광산 光山/사강 士剛,"1,500,000 - 3,000,000",낙찰 X,N/A
이이 李珥,2018.06.21,제문 祭文 | 1568년 | 종이에 먹 | 29.2x53.3cm | 덕수 德水/숙헌 叔獻,"5,000,000 - 10,000,000","5,000,000",0
조속 趙涑,2018.06.21,서간 書簡 | 1637년(정축) | 종이에 먹 | 22.8x19.8cm | 풍양 豐壤/경온 景温,"1,200,000 - 2,500,000","1,700,000","500,000"
송준길 宋浚吉,2018.06.21,서간 書簡 | 종이에 먹 | 29.7x40.9cm | 은진 恩津/명보 明甫,"1,000,000 - 2,000,000",낙찰 X,N/A
이황 李滉,2018.06.21,장식 張栻 시 : 춘일 春日 | 종이에 먹 | 28.6x17.5cm | 진보 眞寶/경호 景浩,"1,000,000 - 3,000,000","1,600,000","600,000"
강세황 姜世晃,2018.06.21,경중지상 호중지천 鏡中之象 壺中之天 | 종이에 먹 | 24.4x17.2cm | 진주 晋州/광지 光之,"1,500,000 - 3,000,000","1,600,000","100,000"
이하응 李昰應,2018.06.21,서간 書簡 : 평안 平安 | 종이에 먹 | 22.9x38.9cm | 전주 全州/시백 時伯,"1,300,000 - 2,500,000",낙찰 X,N/A
윤순거 尹舜擧,2018.06.21,서간 書簡 | 1658년(무술) | 종이에 먹 | 28.8x39.2cm | 파평 坡平/노직 魯直,"1,200,000 - 2,500,000","1,200,000",0
이황 李滉,2018.06.21,시고 詩稿 : 아들 이준 李寯(1523-1583)에게 | 종이에 먹 | 23x29.5cm | 진보 眞寶/경호 景浩,"5,000,000 - 10,000,000","8,000,000","3,000,000"
김정희 金正喜,2018.06.21,"산호벽수 珊瑚碧樹 : 편액 | 나무에 서각, 채색 | 29x107.9cm | 경주 慶州/원춘 元春","2,500,000 - 5,000,000",낙찰 X,N/A
김정희 金正喜,2018.06.21,"시고 詩稿 : 산사 山寺 편액 | 나무에 서각, 채색 | 28.7x70.1cm | 경주 慶州/원춘 元春","1,500,000 - 3,000,000","1,600,000","100,000"
김정희 金正喜,2018.06.21,서간 書簡 | 종이에 먹 | 24.7x45.5cm | 경주 慶州/원춘 元春,"1,000,000 - 3,000,000","3,200,000","2,200,000"
김명희 金命喜,2018.06.21,서간 書簡 | 종이에 먹 | 32x51.8cm | 경주 慶州/성원 性源,"1,000,000 - 2,500,000","1,000,000",0
정학연 丁學淵,2018.06.21,시고 詩稿 | 종이에 먹 | 24.2x28.4cm | 나주 羅州/치수 穉修,"2,500,000 - 4,500,000","2,700,000","200,000"
허격 許格,2018.06.21,시고 詩稿 : 청음 김상헌 淸陰 金尙憲(1570-1652)에게 | 1647년(대명숭정 정해) | 종이에 먹 | 34.2x140cm | 양천 陽川/춘장 春長,"2,500,000 - 5,000,000",낙찰 X,N/A
박덕원 朴德源,2018.06.21,묘용 妙用 | 1807년(정묘) | 종이에 먹 | 30.2x54.5cm,"2,500,000 - 5,000,000",낙찰 X,N/A
오창석 吳昌碩,2018.06.21,와당문 瓦當文 | 종이에 먹 | 84x40.5cm,"8,000,000 - 15,000,000",낙찰 X,N/A
김성일 金誠一,2018.06.21,시고 詩稿 : 차오산영해구 次五山咏海鷗·차오산문유월공음 次五山聞六月蛩音 | 종이에 먹 | 29.7x33.2cm | 의성 義城/사순 士純,"3,000,000 - 7,000,000","3,000,000",0
오억령 吳億齡,2018.06.21,서간 書簡 | 종이에 먹 | 16x26.2cm | 동복 同福/대년 大年,"3,000,000 - 6,000,000",낙찰 X,N/A
윤집 尹集,2018.06.21,서간 書簡 | 종이에 먹 | 26.3x45.9cm | 남원 南原/성백 成伯,"2,000,000 - 4,000,000",낙찰 X,N/A
신석희 申錫禧,2018.06.21,서간 書簡 | 종이에 먹 | 36x38.4cm | 평산 平山/사수 士綬,"500,000 - 1,000,000",낙찰 X,N/A
정학교 丁學敎,2018.06.21,시고 詩稿 | 종이에 먹 | 128.9x32.3cm | 나주 羅州/화경 化景,"1,300,000 - 3,000,000",낙찰 X,N/A
김옥균 金玉均,2018.06.21,시고 詩稿 | 종이에 먹 | 134.8x64.3cm | 안동 安東/백온 伯溫,"5,000,000 - 10,000,000",낙찰 X,N/A
김구 金九,2018.06.21,우최·풍송 雨催·風送 | 1946년(병술) | 종이에 먹 | 107.4x29cmx2 | 안동 安東,"9,000,000 - 15,000,000",낙찰 X,N/A
유길준 兪吉濬,2018.06.21,시고 詩稿 | 종이에 먹 | 136x33cm | 기계 杞溪,"1,500,000 - 3,000,000",낙찰 X,N/A
의친왕 이강 義親王 李堈,2018.06.21,임유정 林惟正 시 : '삼월하순교정상춘 三月下旬郊亭賞春' | 비단에 먹 | 121.4x32.3cm | 전주 全州,"1,500,000 - 3,000,000",낙찰 X,N/A
윤보선 尹潽善,2018.06.21,천류불식 泉流不息 | 종이에 먹 | 32x64.6cm,"800,000 - 2,000,000","800,000",0
박정희 朴正熙,2018.06.21,총화와 유신 總和와 維新 | 1975년 6월 25일 | 종이에 먹 | 21×49.8cm,"5,000,000 - 10,000,000",낙찰 X,N/A
박정희 朴正熙,2018.06.21,연하장 年賀狀 | 1965년 | 종이에 먹 | 26.5x20cm,"1,000,000 - 3,000,000","1,700,000","700,000"
김영삼 金泳三,2018.06.21,민주광복 民主光復 | 1982년(임술) | 종이에 먹 | 32.7x124.5cm,"1,000,000 - 3,000,000","1,000,000",0
김영삼 金泳三,2018.06.21,정의 正義 | 1981년(신유) | 종이에 먹 | 65.7x33.7cm,"1,000,000 - 2,500,000","1,500,000","500,000"
김대중 金大中,2018.06.21,민주民主와 통일統一로써 민족民族의 한恨을 풀자 | 1984년 | 종이에 먹 | 33.7x135cm,"12,000,000 - 20,000,000","12,000,000",0
김대중 金大中,2018.06.21,경천애인 敬天愛人 | 1990년 | 종이에 먹 | 47.2x25.2cm,"2,000,000 - 5,000,000","2,100,000","100,000"
김구 金九,2018.06.21,백범일지 白凡逸志 : 김구 서명본 | 단기4281년 (3판) | 18.7x12.6cm | 안동 安東,"2,000,000 - 4,000,000",낙찰 X,N/A
이승만 李承晩,2018.06.21,재팬 인사이드 아웃 JAPAN INSIDE OUT : 이승만 서명본 | 22.6x15.3cm,"2,000,000 - 4,000,000",낙찰 X,N/A
"김영삼 金泳三, 김대중 金大中, 김종필 金鐘泌",2018.06.21,"40대 기수론 40代 旗手論, 행동하는 양심으로, J.P 칼럼 : 저자 서명본 | 17.7x10.6cm, 22.4x15.2cm, 20x13.6cm","1,000,000 - 2,500,000",낙찰 X,N/A
함석헌 咸錫憲,2018.06.21,씨알의 소리 : 김대중 기증·서명본 | 1978년 12월 15일 발행 | 21.2x15.4cm,"2,000,000 - 4,000,000",낙찰 X,N/A
함석헌 咸錫憲,2018.06.21,평화제일 平和第一 | 종이에 먹 | 86.2x43.1cm,"1,200,000 - 2,500,000","1,500,000","300,000"
사명대사 유정 四溟大師 惟政,2018.06.21,매화수하 梅花樹下 | 종이에 먹 | 34.2x80.3cm,"130,000,000 - 25,000,000",낙찰 X,N/A
강이오 姜彛五,2018.06.21,국죽 菊竹 | 종이에 수묵 | 24.2x33.8cm | 진주 晋州/성순 聖淳,"3,000,000 - 6,000,000","3,000,000",0
작가미상,2018.06.21,고목 枯木 대련 | 종이에 수묵담채 | 25.6x15.4cmx2,"2,000,000 - 4,000,000",낙찰 X,N/A
작가미상,2018.06.21,민화 송하앵명 民畵 松下嚶鳴 | 종이에 수묵담채 | 67.2x37.4cm,"3,000,000 - 6,000,000",낙찰 X,N/A
작가미상,2018.06.21,연꽃과 물총새 翠蓮 | 종이에 수묵 | 28.7x17.8cm,"1,500,000 - 4,000,000","1,500,000",0
작가미상,2018.06.21,풍죽 風竹 | 종이에 수묵 | 60.8x37cm,"800,000 - 1,500,000","800,000",0
정학교 丁學敎,2018.06.21,괴석 怪石 | 종이에 수묵 | 121.5x30.5cm | 나주 羅州/화경 化境,"1,800,000 - 4,000,000","2,300,000","500,000"
작가미상,2018.06.21,금강산 비로봉 金剛山 毘盧峯 | 종이에 수묵담채 | 57.2x37.3cm,"5,000,000 - 10,000,000","5,000,000",0
신헌 申櫶,2018.06.21,묵란 墨蘭 | 종이에 수묵 | 47.1x40.9cm | 평산 平山/국빈 國賓,"4,500,000 - 8,000,000","4,500,000",0
이익회 李翊會,2018.06.21,묵죽 墨竹 | 종이에 수묵 | 21.1x29.8cm | 전의 全義/좌보 左甫,"3,000,000 - 6,000,000","3,000,000",0
박생광 朴生光,2018.06.21,무궁화 無窮花 | 종이에 수묵담채 | 65.5x41.9cm,"1,000,000 - 3,500,000","1,100,000","100,000"
남계우 南啓宇,2018.06.21,호접 蝴蝶 | 종이에 채색 | 22x11.2cm | 의령 宜寧/일소 逸少,"1,500,000 - 4,000,000","3,200,000","1,700,000"
허련 許鍊,2018.06.21,"산수 山水 : 남궁필의 南宮筆意 | 종이에 수묵담채, 종이에 먹 | 22.2x31.2cm | 양천 陽川","3,500,000 - 6,000,000",낙찰 X,N/A
작가미상,2018.06.21,호렵 胡獵 대련 | 비단에 수묵채색 | 98.5x41.2cmx2,"2,500,000 - 5,000,000",낙찰 X,N/A
작가미상,2018.06.21,"민화 화조 民畵 花鳥 | 종이에 수묵담채, 채색 | 46x104cmx2","3,000,000 - 6,000,000",낙찰 X,N/A
허련 許鍊,2018.06.21,"묵란 墨蘭 : 무위선사 无爲禪師 께 | 종이에 수묵, 먹 | 113.4x23.2cm | 양천 陽川","2,500,000 - 5,000,000","2,500,000",0
이도영 李道榮,2018.06.21,고사관폭 高士觀瀑 | 1920년(경신) | 비단에 수묵담채 | 172x71cm | 연안 延安,"6,000,000 - 12,000,000","6,000,000",0
조석진 趙錫晉,2018.06.21,계산추의 谿山秋意 | 1917년(정사) | 비단에 수묵담채 | 129.8x43cm | 함안 咸安/응삼 應三,"3,000,000 - 7,000,000",낙찰 X,N/A
이상범 李象範,2018.06.21,산수 山水 | 1931년(신미) | 비단에 수묵담채 | 127.1x36cm,"3,500,000 - 6,000,000",낙찰 X,N/A
작가미상,2018.06.21,인물산수 人物山水 대련 | 모시에 수묵담채 | 40.8x25cmx2,"2,000,000 - 4,000,000","6,800,000","4,800,000"
작가미상,2018.06.21,"초충 草蟲 2폭 | 비단에 수묵채색 | 16x19.3cm, 19.5x18.2cm","3,000,000 - 6,000,000",낙찰 X,N/A
작가미상,2018.06.21,산수 山水 8폭 | 종이에 수묵담채 | 52x31.8cmx8,"4,000,000 - 8,000,000",낙찰 X,N/A
서병갑 徐丙甲,2018.06.21,모란 牡丹 | 비단에 채색 | 33.6x41.1cm,"1,000,000 - 2,000,000",낙찰 X,N/A
작가미상,2018.06.21,도교귀가 渡橋歸家 | 종이에 수묵 | 20.5x14.2cm,"1,200,000 - 3,000,000","1,800,000","600,000"
김윤보 金允輔,2018.06.21,일수오동벽만렴 一樹梧桐碧滿簾 | 종이에 수묵 | 29.2x42.2cm,"1,000,000 - 2,500,000","1,400,000","400,000"
傳 이인문 李寅文,2018.06.21,추야방우 秋夜訪友 | 종이에 수묵담채 | 24.4x43cm | 해주 海州/문욱 文郁,"25,000,000 - 50,000,000","30,000,000","5,000,000"
양기훈 楊基薰,2018.06.21,화조팔곡병 花鳥八曲屛 | 종이에 수묵 | 119.4x27cmx8 | 중화 中和/치남 痴南,"6,000,000 - 10,000,000",낙찰 X,N/A
傳 홍세섭 洪世燮,2018.06.21,갈대와 기러기 蘆雁 | 비단에 수묵 | 138.7x30cm | 남양 南陽/현경 顯卿,"5,000,000 - 12,000,000","5,800,000","800,000"
작가미상,2018.06.21,화조 花 鳥 대련 | 종이에 수묵담채 | 91x37.3cmx2,"2,000,000 - 4,000,000",낙찰 X,N/A
김응원 金應元,2018.06.21,묵란 墨蘭 | 종이에 수묵 | 59.4x70.9cm | 김해 金海/석범 錫範,"1,000,000 - 2,500,000","2,200,000","1,200,000"
양기훈 楊基薰,2018.06.21,노안 蘆雁·수조 樹鳥 대련 | 비단에 수묵 | 138x31.7cmx2 | 중화 中和/치남 痴南,"1,500,000 - 3,000,000",낙찰 X,N/A
윤용구 尹用求,2018.06.21,석란 石蘭 | 종이에 수묵 | 130.4x30.7cm | 해평 海平/주빈 周賓,"700,000 - 1,500,000","700,000",0
김규진 金圭鎭,2018.06.21,교외별전 敎外別傳 : 고승 지두화 高僧 指頭畵 | 종이에 수묵 | 55.5x96.6cm | 남평 南平/용삼 容三,"3,000,000 - 6,000,000","5,800,000","2,800,000"
노수현 盧壽鉉,2018.06.21,하경산수 夏景山水 | 종이에 수묵담채 | 1978,"3,000,000 - 7,000,000",낙찰 X,N/A
작가미상,2018.06.21,풍속 風俗 | 비단에 수묵담채 | 24x15.5cm,"2,000,000 - 4,000,000","2,000,000",0
이한복 李漢福,2018.06.21,강변산수 江邊山水 | 종이에 담채 | 35.2x27.8cm | 전의 全義,"1,000,000 - 2,500,000","2,400,000","1,400,000"
신헌식 申憲湜,2018.06.21,모란 牡丹 | 천에 수묵 | 24.8x30.1cm,"2,500,000 - 4,000,000",낙찰 X,N/A
신명연 申命衍,2018.06.21,괴석 怪石 | 천에 수묵 | 102.1x30.3cm | 평산 平山/실부 實夫,"2,000,000 - 4,000,000","2,000,000",0
작가미상,2018.06.21,까치호랑이 虎鵲 | 종이에 수묵담채 | 137x75.9cm,"6,000,000 - 10,000,000",낙찰 X,N/A
정술원 鄭述源,2018.06.21,백납도육곡병 百衲圖六曲屛 | 천에 수묵담채 | 132.7x26.6cmx6,"3,000,000 - 5,000,000","3,000,000",0
노수현 盧壽鉉,2018.06.21,추경산수 秋景山水 | 비단에 수묵담채 | 156.5x51.8cm,"2,500,000 - 6,000,000","2,700,000","200,000"
이상범 李象範 외 8인,2018.06.21,매화첩 梅花帖 : 오당선생 悟堂先生 회갑 기념 | 1968년(무신) | 종이에 수묵담채 | 15.9x52.7cmx8,"4,000,000 - 8,000,000","8,500,000","4,500,000"
허백련 許百鍊,2018.06.21,연화 蓮花 | 종이에 수묵 | 135.8x33.6cm | 양천 陽川,"500,000 - 1,200,000",낙찰 X,N/A
허련 許鍊,2018.06.21,산수 山水 | 종이에 수묵담채 | 93.5x36.7cm | 양천 陽川/정일 精一,"4,000,000 - 7,000,000",낙찰 X,N/A
작가미상,2018.06.21,부산진 釜山鎭 | 종이에 수묵담채 | 34.9x50.1cm,"2,000,000 - 5,000,000","5,500,000","3,500,000"
작가미상,2018.06.21,능허대 凌虛臺 : 인천 송도 仁川 松島 | 종이에 수묵담채 | 25.4x25.7cm,"700,000 - 2,000,000","700,000",0
작가미상,2018.06.21,연화팔곡병 蓮花八曲屛 | 종이에 담채 | 85.3x30.1cmx8,"6,000,000 - 10,000,000",낙찰 X,N/A
김응원 金應元,2018.06.21,석란 石蘭 : 부채 | 종이에 수묵 | 16.3x50cm | 김해 金海/석범 錫範,"1,000,000 - 2,000,000","1,000,000",0
최우석 崔禹錫,2018.06.21,고사관폭 高士觀瀑 | 종이에 수묵담채 | 24.7x25cm,"500,000 - 1,000,000",낙찰 X,N/A
김진우 金振宇,2018.06.21,괴석묵죽 怪石墨竹 | 1944년(갑신) | 종이에 수묵 | 23.7x35.7cm,"2,500,000 - 5,000,000","2,500,000",0
윤용구 尹用求,2018.06.21,창파어가 滄波漁歌 | 종이에 수묵 | 25.7x27.6cm | 해평 海平/주빈 周賓,"600,000 - 1,500,000","900,000","300,000"
고희동 高羲東,2018.06.21,탁족 濯足 | 1951년(신묘) | 종이에 수묵담채 | 63.1x32.3cm | 제주 濟州,"700,000 - 1,500,000",낙찰 X,N/A
박생광 朴生光,2018.06.21,부귀화 富貴花 | 비단에 수묵담채 | 61.1x41.1cm,"2,200,000 - 4,000,000",낙찰 X,N/A
이한복 李漢福 외 6인,2018.06.21,청아 淸雅 : 화훼합작 花卉合作 | 종이에 수묵담채 | 18x132.8cm,"1,000,000 - 3,000,000","1,500,000","500,000"
작가미상,2018.06.21,산수 山水 | 비단에 수묵담채 | 22.5x13.1cm,"1,000,000 - 2,000,000",낙찰 X,N/A
김학수 金學洙,2018.06.21,추수감사 | 1979년 | 종이에 수묵담채 | 44.5x69.5cm,"800,000 - 1,500,000","800,000",0
작가미상,2018.06.21,동자 童子 | 종이에 수묵담채 | 35.5x55.4cm,"2,000,000 - 5,000,000",낙찰 X,N/A
김기창 金基昶,2018.06.21,비파 枇杷 | 종이에 수묵담채 | 31.7x41.2cm,"1,000,000 - 3,000,000","1,000,000",0
작가미상,2018.06.21,제주 문자도 濟州 文字圖 | 종이에 채색 | 93x42.7cmx8,"6,000,000 - 10,000,000","6,000,000",0
김응원 金應元,2018.06.21,석란 石蘭 | 비단에 수묵 | 131.4x38.9cm | 김해 金海/석범 錫範,"1,700,000 - 4,000,000","1,700,000",0
민경갑 閔庚甲,2018.06.21,복숭아 | 종이에 수묵담채 | 45.8x47.7cm,"1,200,000 - 2,500,000",낙찰 X,N/A
박생광 朴生光,2018.06.21,금붕어 : 부채 | 1983년 | 종이에 채색 | 21.6x69cm,"1,000,000 - 3,000,000","1,000,000",0
민경갑 閔庚甲,2018.06.21,연화 蓮花 : 선면 | 선면 | 종이에 채색 | 23.2x74.9cm,"800,000 - 2,000,000",낙찰 X,N/A
김기창 金基昶,2018.06.21,바보화조 | 종이에 수묵담채 | 35.1x44.3cm,"2,000,000 - 4,000,000","3,000,000","1,000,000"
이용우 李用雨,2018.06.21,장미 | 종이에 담채 | 130x33.7cm,"1,200,000 - 2,500,000",낙찰 X,N/A
이응노 李應魯,2018.06.21,낙화암 洛花巖 | 종이에 수묵담채 | 97.2x31.9cm,"6,000,000 - 10,000,000",낙찰 X,N/A
박대성 朴大成,2018.06.21,대웅전 大雄殿 | 종이에 수묵 |,"4,000,000 - 6,000,000",낙찰 X,N/A
이방자李方子,2018.06.21,장미 | 종이에 수묵담채 | 43.7x38.4cm,"500,000 - 1,500,000","800,000","300,000"
최린 崔麟,2018.06.21,묵죽 墨竹 | 종이에 수묵 | 131x35cm,"500,000 - 1,200,000","500,000",0
김경원 金景源,2018.06.21,화지군자 芲之君子 : 연꽃과 물총새 翠蓮 | 1938년(무인) | 종이에 수묵담채 | 125x33.8cm,"800,000 - 1,500,000",낙찰 X,N/A
허건 許楗,2018.06.21,강촌산하 江村山夏 | 종이에 수묵담채 | 31.5x64.7cm | 양천 陽川,"400,000 - 1,000,000","400,000",0
서세옥 徐世鈺,2018.06.21,조어 釣魚 | 종이에 수묵담채 | 62.1x46.3cm,"1,000,000 - 2,500,000","1,000,000",0
서세옥 徐世鈺,2018.06.21,벽영롱 碧玲瓏 : 선면 | 종이에 수묵 | 16.7x47.5cm,"1,000,000 - 3,000,000","2,600,000","1,600,000"
중광스님 重光,2018.06.21,| 도자기에 채색 | 24.5x14x14cm,"700,000 - 1,500,000",낙찰 X,N/A
김상옥 金相沃,2018.06.21,"백설이 잦아진 골에 : 시화 詩畵 | 종이에 먹, 수묵담채 | 18.5x14.6cm","700,000 - 1,500,000","1,200,000","500,000"
서정주 徐廷柱,2018.06.21,"국화 옆에서 : 시화 | 종이에 먹, 수묵 | 64.8x31.7cm","1,000,000 - 3,000,000","1,300,000","300,000"
신석정 辛錫正,2018.06.21,네 눈망울에서는 | 종이에 먹 | 32.4x102.3cm,"700,000 - 1,500,000","700,000",0
이육사 李陸史,2018.06.21,"육사시집 陸史詩集, 추모의 밤 팜플렛 일괄 | 1946년 10월 20일 | 종이에 인쇄 | 13.2x18.8cm","1,200,000 - 3,000,000",낙찰 X,N/A
,2018.06.21,도앵행 桃櫻行 : 한글필사본 | 종이에 먹 | 35x21.8cm,"1,000,000 - 2,500,000","1,000,000",0
,2018.06.21,"사도세자 옥책문 思悼世子 玉冊文 : 신문환무장헌광효대왕지보 神文桓武莊獻廣孝大王之寶 | 종이에 탁본, 날인 | 34.7x19.2cm","4,000,000 - 6,000,000",낙찰 X,N/A
,2018.06.21,"순명비- 순명효황후 애책문/시책문, 어보 純明妃-純明孝皇后 哀册文/諡冊文, 御寶 : 순명비보 純明妃寶 | 종이에 탁본, 날인 | 30x17.3cmx2","5,000,000 - 8,000,000",낙찰 X,N/A
,2018.06.21,빗접 梳函 | 나무에 금속장식 | 30.7x31x29.8cm,"1,500,000 - 3,500,000",낙찰 X,N/A
,2018.06.21,경대 鏡臺 | 나무에 금속장식 | 14x27.6x20.1cm,"1,200,000 - 2,500,000","1,200,000",0
,2018.06.21,"나전난초문함 螺鈿蘭草文函 | 나무에 주칠, 나전장식 | 7x26.5x21.4cm","5,000,000 - 9,000,000",낙찰 X,N/A
,2018.06.21,"주칠호족화형반 朱漆虎足花形盤 | 나무에 조각, 주칠 | 29x43x43cm","1,000,000 - 3,000,000",낙찰 X,N/A
,2018.06.21,빗접 梳函 | 나무에 금속장식 | 19x27.4x28.2cm,"1,000,000 - 2,000,000",낙찰 X,N/A
